114001,1月1日,2,7,8,10,14
114002,1月2日,12,26,30,32,33
114003,1月3日,5,6,8,11,14
114004,1月4日,8,9,12,21,23
114005,1月6日,7,21,22,27,35
114006,1月7日,13,23,27,31,37
114007,1月8日,12,18,20,24,31
114008,1月9日,2,8,19,21,29
114009,1月10日,9,11,15,18,20
114010,1月11日,5,12,13,19,34
114011,1月13日,4,12,28,35,38
114012,1月14日,10,22,31,35,36
114013,1月15日,3,21,22,26,39
114014,1月16日,9,13,23,29,34
114015,1月17日,4,7,8,24,26
114016,1月18日,7,12,18,35,39
114017,1月20日,3,12,19,32,34
114018,1月21日,1,14,18,19,22
114019,1月22日,6,19,23,26,30
114020,1月23日,4,7,17,22,35
114021,1月24日,5,9,12,14,31
114022,1月25日,1,7,32,36,37
114023,1月26日,7,8,9,17,20
114024,1月27日,1,6,16,26,31
114025,1月28日,13,22,23,24,35
114026,1月29日,4,11,25,31,32
114027,1月30日,9,11,14,18,27
114028,1月31日,1,5,9,14,26
114029,2月1日,1,10,23,32,37
114030,2月2日,9,16,29,32,39
114031,2月3日,4,16,21,23,37
114032,2月4日,1,8,16,19,31
114033,2月5日,6,7,8,14,39
114034,2月6日,3,7,22,29,34
114035,2月7日,16,21,26,29,37
114036,2月8日,8,24,28,37,38
114037,2月9日,4,5,27,35,37
114038,2月10日,12,22,26,28,35
114039,2月11日,10,18,19,27,28
114040,2月12日,2,6,19,28,29
114041,2月13日,2,7,11,20,30
114042,2月14日,11,17,29,34,39
114043,2月15日,6,8,10,21,26
114044,2月17日,9,15,29,30,39
114045,2月18日,10,12,13,19,33
114046,2月19日,3,27,28,33,38
114047,2月20日,3,7,17,24,27
114048,2月21日,11,13,18,30,35
114049,2月22日,4,7,11,19,22
114050,2月24日,8,17,18,24,36
114051,2月25日,5,11,26,33,35
114052,2月26日,3,11,24,27,36
114053,2月27日,11,12,20,28,29
114054,2月28日,5,27,31,38,39
114055,3月1日,4,16,29,31,34
114056,3月3日,8,9,12,22,27
114057,3月4日,11,18,21,23,36
114058,3月5日,15,23,29,36,39
114059,3月6日,8,12,15,18,34
114060,3月7日,9,10,19,33,35
114061,3月8日,17,23,24,27,35
114062,3月10日,2,4,7,25,37
114063,3月11日,2,21,24,27,31
114064,3月12日,6,14,27,30,33
114065,3月13日,3,4,7,11,30
114066,3月14日,6,8,18,19,28
114067,3月15日,8,15,25,26,34
114068,3月17日,7,11,13,26,30
114069,3月18日,3,13,15,19,25
114070,3月19日,11,15,25,29,34
114071,3月20日,2,16,17,27,32
114072,3月21日,5,9,15,20,26
114073,3月22日,5,13,16,24,28
114074,3月24日,7,25,32,34,35
114075,3月25日,4,20,24,27,38
114076,3月26日,1,10,12,32,35
114077,3月27日,5,25,33,36,37
114078,3月28日,13,24,25,36,39
114079,3月29日,4,9,12,17,27
114080,3月31日,7,10,13,23,26
114081,4月1日,5,13,17,19,31
114082,4月2日,4,8,29,32,34
114083,4月3日,5,16,23,31,39
114084,4月4日,3,6,7,36,38
114085,4月5日,12,13,14,15,24
114086,4月7日,1,6,19,26,33
114087,4月8日,6,17,18,19,32
114088,4月9日,4,6,14,24,35
114089,4月10日,14,19,22,26,28
114090,4月11日,15,17,26,27,35
114091,4月12日,9,11,15,25,31
114092,4月14日,9,10,22,30,33
114093,4月15日,2,3,16,27,39
114094,4月16日,7,22,25,29,38
114095,4月17日,3,6,23,24,37
114096,4月18日,7,24,28,31,36
114097,4月19日,14,19,21,26,36
114098,4月21日,2,6,12,14,24
114099,4月22日,8,19,23,27,31
114100,4月23日,1,16,19,27,33
114101,4月24日,4,6,25,29,35
114102,4月25日,1,5,24,33,36
114103,4月26日,20,23,32,35,38
114104,4月28日,6,12,17,38,39
114105,4月29日,1,7,13,18,35
114106,4月30日,22,26,30,31,38
114107,5月1日,8,19,25,27,39
114108,5月2日,5,12,20,24,28
114109,5月3日,1,10,19,27,31
114110,5月5日,4,5,8,10,11
114111,5月6日,6,11,18,37,39
114112,5月7日,7,9,21,28,38
114113,5月8日,7,10,26,28,33
114114,5月9日,4,11,19,21,34
114115,5月10日,6,9,20,27,36
114116,5月12日,8,10,26,27,38
114117,5月13日,4,10,20,23,29
114118,5月14日,1,14,18,24,38
114119,5月15日,2,4,15,25,36
114120,5月16日,2,13,24,27,39
114121,5月17日,3,9,24,30,39
114122,5月19日,4,7,14,25,35
114123,5月20日,10,22,23,26,38
114124,5月21日,10,16,31,34,38
114125,5月22日,1,8,17,21,35
114126,5月23日,13,16,24,27,32
114127,5月24日,14,18,29,35,36
114128,5月26日,8,15,21,24,34
114129,5月27日,4,8,23,33,38
114130,5月28日,9,13,15,24,33
114131,5月29日,4,18,28,30,31
114132,5月30日,14,20,21,34,35
114133,5月31日,14,18,20,29,35
114134,6月2日,2,7,11,16,21
114135,6月3日,7,20,21,25,34
114136,6月4日,20,30,33,36,38
114137,6月5日,7,14,19,35,39
114138,6月6日,2,12,14,25,30
114139,6月7日,4,16,22,23,32
114140,6月9日,8,20,27,29,30
114141,6月10日,7,12,16,29,38
114142,6月11日,4,17,19,21,31
114143,6月12日,11,14,15,19,32
114144,6月13日,4,5,10,12,38
114145,6月14日,2,15,17,23,37
114146,6月16日,6,8,9,33,36
114147,6月17日,2,12,14,26,37
114148,6月18日,7,12,23,26,36
114149,6月19日,12,14,15,17,24
114150,6月20日,2,5,8,17,24
114151,6月21日,3,8,15,24,39
114152,6月23日,3,14,22,31,38
114153,6月24日,1,10,12,20,31
114154,6月25日,2,11,28,30,37
114155,6月26日,1,6,13,24,29
114156,6月27日,3,4,10,19,37
114157,6月28日,12,22,29,33,34
114158,6月30日,7,8,11,23,31
114159,7月1日,6,8,11,19,38
114160,7月2日,6,13,21,24,38
114161,7月3日,10,21,22,26,27
114162,7月4日,5,24,31,36,39
114163,7月5日,8,14,22,24,35
114164,7月7日,14,25,27,35,38
114165,7月8日,3,4,24,27,33
114166,7月9日,13,18,27,28,37
114167,7月10日,2,3,4,34,36
114168,7月11日,9,26,37,38,39
114169,7月12日,3,19,20,21,26
114170,7月14日,8,11,12,29,36
114171,7月15日,9,16,21,22,38
114172,7月16日,15,18,24,31,32
114173,7月17日,4,6,11,29,37
114174,7月18日,12,21,22,38,39
114175,7月19日,7,11,14,26,27
114176,7月21日,1,6,11,22,34
114177,7月22日,19,21,27,32,39
114178,7月23日,16,18,23,36,39
114179,7月24日,2,6,9,29,32
114180,7月25日,5,7,10,26,30
114181,7月26日,14,15,18,23,29
114182,7月28日,4,16,22,23,30
114183,7月29日,1,6,10,13,27
114184,7月30日,17,22,24,30,32
114185,7月31日,11,12,17,34,36
114186,8月1日,2,13,18,33,34
114187,8月2日,3,14,22,25,31
114188,8月4日,3,21,23,25,26
114189,8月5日,13,20,21,32,37
114190,8月6日,6,10,24,28,38
114191,8月7日,10,20,28,30,37
114192,8月8日,11,25,27,30,34
114193,8月9日,1,9,27,29,30
114194,8月11日,1,14,22,26,28
114195,8月12日,1,9,17,25,30
114196,8月13日,11,23,26,32,34
114197,8月14日,10,12,14,31,35
114198,8月15日,1,5,16,18,26
114199,8月16日,15,18,22,24,31
114200,8月18日,9,12,18,27,29
114201,8月19日,6,7,18,31,35
114202,8月20日,15,18,29,31,39
114203,8月21日,16,27,28,29,33
114204,8月22日,6,7,21,37,38
114205,8月23日,4,5,8,27,39
114206,8月25日,6,12,15,23,26
114207,8月26日,2,5,24,38,39
114208,8月27日,3,5,28,30,32
114209,8月28日,5,7,21,23,29
114210,8月29日,7,20,21,30,38
114211,8月30日,4,5,7,13,14
114212,9月1日,21,24,28,29,35
114213,9月2日,5,8,10,23,25
114214,9月3日,14,15,20,21,23
114215,9月4日,6,7,24,27,34
114216,9月5日,7,9,29,32,38
114217,9月6日,8,14,25,28,31
114218,9月8日,7,11,20,28,38
114219,9月9日,8,20,23,25,26
114220,9月10日,12,14,16,28,39
114221,9月11日,6,18,26,28,36
114222,9月12日,9,12,16,26,34
114223,9月13日,2,25,32,35,36
114224,9月15日,7,9,10,12,28
114225,9月16日,2,9,19,21,33
114226,9月17日,4,6,7,12,38
114227,9月18日,5,12,14,23,33
114228,9月19日,2,11,22,24,31
114229,9月20日,5,8,11,13,22
114230,9月22日,7,9,12,14,33
114231,9月23日,6,19,20,33,37
114232,9月24日,4,22,23,35,39
114233,9月25日,2,10,13,28,32
114234,9月26日,3,7,14,25,34
114235,9月27日,3,11,13,28,37
114236,9月29日,3,15,21,29,37
114237,9月30日,14,20,21,28,33
114238,10月1日,3,5,12,22,27
114239,10月2日,10,19,25,36,39
114240,10月3日,10,16,19,21,28
114241,10月4日,3,4,10,18,39
114242,10月6日,3,5,6,12,13
114243,10月7日,1,16,20,28,34
114244,10月8日,3,9,26,38,39
114245,10月9日,2,4,12,15,29
114246,10月10日,3,6,24,31,36
114247,10月11日,4,9,19,22,34
114248,10月13日,8,13,14,22,36
114249,10月14日,4,5,9,18,24
114250,10月15日,4,7,19,33,39
114251,10月16日,4,18,21,30,37
114252,10月17日,1,21,31,32,34
114253,10月18日,2,17,32,35,38
114254,10月20日,6,13,22,23,27
114255,10月21日,13,22,30,37,38
114256,10月22日,3,4,20,25,28
114257,10月23日,8,15,27,37,38
114258,10月24日,8,11,13,37,38
114259,10月25日,3,4,11,21,34
114260,10月27日,3,20,26,31,37
114261,10月28日,18,20,25,29,31
114262,10月29日,26,32,33,36,39
114263,10月30日,5,27,28,31,37
114264,10月31日,11,18,25,26,33
114265,11月1日,8,12,19,27,28
114266,11月3日,24,25,34,36,37
114267,11月4日,1,7,12,29,39
114268,11月5日,11,14,15,27,39
114269,11月6日,7,24,28,31,32
114270,11月7日,22,27,30,32,37
114271,11月8日,7,8,9,26,34
114272,11月10日,7,14,15,17,30
114273,11月11日,5,19,31,34,39
114274,11月12日,1,4,9,14,22
114275,11月13日,13,18,20,23,36
114276,11月14日,2,11,15,37,38
114277,11月15日,12,20,25,28,29
114278,11月17日,4,7,16,26,29
114279,11月18日,14,24,31,36,37
114280,11月19日,3,11,20,28,31
114281,11月20日,1,5,33,36,38
114282,11月21日,5,10,17,28,35
114283,11月22日,10,13,32,33,37
114284,11月24日,2,4,5,17,31
114285,11月25日,9,30,36,38,39
114286,11月26日,7,13,26,28,34
114287,11月27日,7,19,22,25,28
114288,11月28日,8,13,14,22,28
114289,11月29日,8,27,30,33,36
114290,12月1日,2,3,4,20,24
114291,12月2日,2,5,8,13,29
114292,12月3日,5,9,14,33,35
114293,12月4日,1,7,20,25,37
114294,12月5日,2,3,16,17,29
114295,12月6日,6,24,22,23,32
114296,12月8日,5,23,27,28,31
114297,12月9日,7,8,15,30,39
114298,12月10日,4,7,11,16,26
114299,12月11日,2,6,17,25,26
114300,12月12日,10,24,26,28,35
114301,12月13日,2,9,21,31,38
114302,12月15日,3,17,27,29,38
114303,12月16日,2,10,14,33,35
114304,12月17日,5,6,7,19,32
114305,12月18日,4,9,32,33,36
114306,12月19日,12,16,23,27,30
114307,12月20日,1,5,16,35,38
114308,12月22日,2,22,24,27,38
114309,12月23日,9,22,24,30,35
114310,12月24日,2,3,14,25,30
114311,12月25日,14,18,28,36,39
114312,12月26日,1,10,20,27,36
114313,12月27日,1,15,19,28,38
114314,12月29日,5,10,13,29,37
114315,12月30日,11,12,24,27,33
114316,12月31日,8,10,11,26,35
115001,1月1日,15,16,18,29,36
115002,1月2日,17,18,25,36,39
115003,1月3日,22,23,31,32,38
115004,1月5日,10,16,18,34,39
115005,1月6日,1,2,6,11,33
115006,1月7日,5,10,14,15,28
115007,1月8日,3,8,10,21,30
115008,1月9日,1,12,14,22,34
115009,1月10日,11,25,26,34,38
115010,1月12日,3,13,18,24,30
115011,1月13日,6,16,17,19,31
115012,1月14日,1,2,16,33,35
115013,1月15日,1,2,3,19,36
115014,1月16日,18,19,22,27,29
115015,1月17日,2,10,11,24,37
115016,1月19日,12,16,23,24,29
115017,1月20日,16,19,23,25,34
115018,1月21日,4,15,23,27,38
115019,1月22日,3,6,11,30,34
115020,1月23日,3,11,12,21,31
115021,1月24日,6,7,15,35,37
115022,1月26日,6,15,23,26,30
115023,1月27日,5,17,18,23,32
115024,1月28日,10,11,23,24,29
115025,1月29日,6,11,28,36,37
115026,1月30日,16,17,29,30,36
115027,1月31日,5,12,16,21,32
115028,2月2日,6,8,31,37,38
115029,2月3日,3,5,11,15,23
115030,2月4日,8,17,22,27,28
115031,2月5日,8,9,13,32,35
115032,2月6日,1,6,29,32,34
115033,2月7日,3,8,22,27,32
115034,2月9日,16,21,25,31,35
115035,2月10日,10,11,17,22,36
115036,2月11日,11,15,18,29,33
115037,2月12日,1,12,21,35,37
115038,2月13日,4,28,31,33,34
115039,2月14日,1,3,13,31,36
115040,2月15日,11,13,18,22,34
115041,2月16日,5,7,15,18,34
115042,2月17日,6,8,11,20,21
115043,2月18日,8,10,12,32,33
115044,2月19日,8,15,19,25,27
115045,2月20日,4,11,22,23,27
115046,2月21日,1,8,19,20,25
115047,2月22日,8,13,16,24,25
115048,2月23日,3,10,12,27,36
115049,2月24日,16,23,25,32,36
115050,2月25日,5,22,28,35,36
115051,2月26日,3,6,9,31,39
115052,2月27日,1,22,23,37,39
115053,2月28日,2,4,13,26,27
115054,3月1日,2,8,15,29,31
115055,3月2日,3,12,20,21,27
115056,3月3日,2,19,21,32,35
115057,3月4日,4,8,12,16,17
115058,3月5日,1,4,8,12,36
115059,3月6日,19,24,29,32,34
115060,3月7日,15,17,18,34,36
115061,3月9日,7,12,15,32,38
115062,3月10日,11,12,14,17,32
115063,3月11日,5,15,26,37,38
115064,3月12日,4,5,7,23,35
115065,3月13日,2,5,11,12,15
115066,3月14日,8,10,18,20,34
115067,3月16日,17,19,21,29,34
115068,3月17日,11,13,19,22,27
115069,3月18日,21,22,31,32,35
115070,3月19日,5,23,25,30,37
115071,3月20日,3,11,15,33,39
115072,3月21日,7,14,15,19,22
115073,3月23日,7,12,24,29,35
115074,3月24日,10,20,28,29,36
115075,3月25日,3,13,31,33,36
115076,3月26日,14,17,20,24,37
115077,3月27日,8,18,24,34,35
115078,3月28日,6,9,11,16,17
